m,n,k,p,algorithm,time,case
2474,2474,188623,252,COSMA (this work) ,506.616,memory_p1
2474,2474,188623,252,COSMA (this work) ,536.712,memory_p1
2586,2586,206152,256,COSMA (this work) ,546.25,memory_p1
2586,2586,206152,256,COSMA (this work) ,568.1,memory_p1
2586,2586,206152,256,COSMA (this work) ,497.0875,memory_p1
2586,2586,206152,288,COSMA (this work) ,543.4,memory_p1
2586,2586,206152,288,COSMA (this work) ,521.664,memory_p1
2586,2586,206152,288,COSMA (this work) ,586.872,memory_p1
3040,3040,284952,468,COSMA (this work) ,612.75,memory_p1
3040,3040,284952,468,COSMA (this work) ,618.8775,memory_p1
3040,3040,284952,468,COSMA (this work) ,582.1125,memory_p1
3189,3189,313444,512,COSMA (this work) ,594.6999999999999,memory_p1
3189,3189,313444,512,COSMA (this work) ,600.6469999999999,memory_p1
3189,3189,313444,512,COSMA (this work) ,547.1239999999999,memory_p1
3258,3258,327274,576,COSMA (this work) ,677.35,memory_p1
3258,3258,327274,576,COSMA (this work) ,704.4440000000001,memory_p1
3258,3258,327274,576,COSMA (this work) ,738.3115,memory_p1
3781,3781,440705,900,COSMA (this work) ,747.65,memory_p1
3781,3781,440705,900,COSMA (this work) ,777.5559999999999,memory_p1
3781,3781,440705,900,COSMA (this work) ,695.3145,memory_p1
3879,3879,463842,972,COSMA (this work) ,792.3,memory_p1
3879,3879,463842,972,COSMA (this work) ,776.454,memory_p1
3879,3879,463842,972,COSMA (this work) ,728.9159999999999,memory_p1
3973,3973,486494,1024,COSMA (this work) ,688.75,memory_p1
3973,3973,486494,1024,COSMA (this work) ,661.2,memory_p1
3973,3973,486494,1024,COSMA (this work) ,723.1875,memory_p1
4106,4106,519558,1152,COSMA (this work) ,843.5999999999999,memory_p1
4106,4106,519558,1152,COSMA (this work) ,877.3439999999999,memory_p1
4106,4106,519558,1152,COSMA (this work) ,885.7799999999999,memory_p1
4309,4309,572362,1332,COSMA (this work) ,900.5999999999999,memory_p1
4309,4309,572362,1332,COSMA (this work) ,891.5939999999999,memory_p1
4309,4309,572362,1332,COSMA (this work) ,819.5459999999999,memory_p1
4977,4977,763426,2048,COSMA (this work) ,944.3,memory_p1
4977,4977,763426,2048,COSMA (this work) ,982.072,memory_p1
4977,4977,763426,2048,COSMA (this work) ,878.199,memory_p1
5090,5090,798672,2196,COSMA (this work) ,1019.3499999999999,memory_p1
5090,5090,798672,2196,COSMA (this work) ,998.963,memory_p1
5090,5090,798672,2196,COSMA (this work) ,937.8019999999999,memory_p1
5173,5173,824736,2304,COSMA (this work) ,1032.6499999999999,memory_p1
5173,5173,824736,2304,COSMA (this work) ,1073.956,memory_p1
5173,5173,824736,2304,COSMA (this work) ,1104.9354999999998,memory_p1
5595,5595,964917,2916,COSMA (this work) ,1114.35,memory_p1
5595,5595,964917,2916,COSMA (this work) ,1092.0629999999999,memory_p1
5595,5595,964917,2916,COSMA (this work) ,1036.3455,memory_p1
5859,5859,1057970,3348,COSMA (this work) ,1226.45,memory_p1
5859,5859,1057970,3348,COSMA (this work) ,1238.7145,memory_p1
5859,5859,1057970,3348,COSMA (this work) ,1336.8305,memory_p1
6270,6270,1211833,4096,COSMA (this work) ,1412.6499999999999,memory_p1
6270,6270,1211833,4096,COSMA (this work) ,1398.5234999999998,memory_p1
6270,6270,1211833,4096,COSMA (this work) ,1285.5114999999998,memory_p1
6517,6517,1309098,4608,COSMA (this work) ,1301.5,memory_p1
6517,6517,1309098,4608,COSMA (this work) ,1353.56,memory_p1
6517,6517,1309098,4608,COSMA (this work) ,1223.41,memory_p1
7575,7575,1768606,7236,COSMA (this work) ,1580.8,memory_p1
7575,7575,1768606,7236,COSMA (this work) ,1564.992,memory_p1
7575,7575,1768606,7236,COSMA (this work) ,1501.76,memory_p1
7759,7759,1855562,7776,COSMA (this work) ,1366.1,memory_p1
7759,7759,1855562,7776,COSMA (this work) ,1338.778,memory_p1
7759,7759,1855562,7776,COSMA (this work) ,1475.388,memory_p1
7900,7900,1923708,8192,COSMA (this work) ,1444.0,memory_p1
7900,7900,1923708,8192,COSMA (this work) ,1415.12,memory_p1
7900,7900,1923708,8192,COSMA (this work) ,1328.48,memory_p1
8212,8212,2078236,9216,COSMA (this work) ,1618.8,memory_p1
8212,8212,2078236,9216,COSMA (this work) ,1667.364,memory_p1
8212,8212,2078236,9216,COSMA (this work) ,1521.672,memory_p1
8964,8964,2476285,11988,COSMA (this work) ,1470.6,memory_p1
8964,8964,2476285,11988,COSMA (this work) ,1441.1879999999999,memory_p1
8964,8964,2476285,11988,COSMA (this work) ,1397.07,memory_p1
9954,9954,3053705,16384,COSMA (this work) ,1714.75,memory_p1
9954,9954,3053705,16384,COSMA (this work) ,1731.8975,memory_p1
9954,9954,3053705,16384,COSMA (this work) ,1611.865,memory_p1
10076,10076,3129264,17028,COSMA (this work) ,1628.3,memory_p1
10076,10076,3129264,17028,COSMA (this work) ,1579.451,memory_p1
10076,10076,3129264,17028,COSMA (this work) ,1546.885,memory_p1
10346,10346,3298948,18432,COSMA (this work) ,1708.1,memory_p1
10346,10346,3298948,18432,COSMA (this work) ,1639.7759999999998,memory_p1
10346,10346,3298948,18432,COSMA (this work) ,1622.695,memory_p1
1759,1759,95416,128,CARMA [21] ,423.15000000000003,memory_p2
1759,1759,95416,128,CARMA [21] ,414.687,memory_p2
1759,1759,95416,128,CARMA [21] ,401.99250000000006,memory_p2
2052,2052,129864,256,CARMA [21] ,840.0,memory_p2
2052,2052,129864,256,CARMA [21] ,865.2,memory_p2
2052,2052,129864,256,CARMA [21] ,798.0,memory_p2
2360,2360,171698,512,CARMA [21] ,862.0500000000001,memory_p2
2360,2360,171698,512,CARMA [21] ,827.5680000000001,memory_p2
2360,2360,171698,512,CARMA [21] ,801.7065,memory_p2
2733,2733,230218,1024,CARMA [21] ,525.0,memory_p2
2733,2733,230218,1024,CARMA [21] ,530.25,memory_p2
2733,2733,230218,1024,CARMA [21] ,498.75,memory_p2
3176,3176,310854,2048,CARMA [21] ,531.3000000000001,memory_p2
3176,3176,310854,2048,CARMA [21] ,552.552,memory_p2
3176,3176,310854,2048,CARMA [21] ,557.8650000000001,memory_p2
3704,3704,422986,4096,CARMA [21] ,376.95,memory_p2
3704,3704,422986,4096,CARMA [21] ,388.25849999999997,memory_p2
3704,3704,422986,4096,CARMA [21] ,358.10249999999996,memory_p2
4322,4322,575660,8192,CARMA [21] ,1074.15,memory_p2
4322,4322,575660,8192,CARMA [21] ,1063.4085,memory_p2
4322,4322,575660,8192,CARMA [21] ,977.4765000000001,memory_p2
5041,5041,783310,16384,CARMA [21] ,678.3000000000001,memory_p2
5041,5041,783310,16384,CARMA [21] ,705.432,memory_p2
5041,5041,783310,16384,CARMA [21] ,725.7810000000001,memory_p2
1759,1759,95416,128,ScaLAPACK [51] ,749,memory_p2
1759,1759,95416,128,ScaLAPACK [51] ,771.47,memory_p2
1759,1759,95416,128,ScaLAPACK [51] ,689.08,memory_p2
1759,1759,95416,144,ScaLAPACK [51] ,756,memory_p2
1759,1759,95416,144,ScaLAPACK [51] ,763.56,memory_p2
1759,1759,95416,144,ScaLAPACK [51] ,703.08,memory_p2
1992,1992,122383,252,ScaLAPACK [51] ,662,memory_p2
1992,1992,122383,252,ScaLAPACK [51] ,668.62,memory_p2
1992,1992,122383,252,ScaLAPACK [51] ,714.96,memory_p2
2052,2052,129864,256,ScaLAPACK [51] ,692,memory_p2
2052,2052,129864,256,ScaLAPACK [51] ,671.24,memory_p2
2052,2052,129864,256,ScaLAPACK [51] ,643.56,memory_p2
2052,2052,129864,288,ScaLAPACK [51] ,549,memory_p2
2052,2052,129864,288,ScaLAPACK [51] ,570.96,memory_p2
2052,2052,129864,288,ScaLAPACK [51] ,581.94,memory_p2
2286,2286,161158,468,ScaLAPACK [51] ,611,memory_p2
2286,2286,161158,468,ScaLAPACK [51] ,623.22,memory_p2
2286,2286,161158,468,ScaLAPACK [51] ,641.55,memory_p2
2360,2360,171698,512,ScaLAPACK [51] ,870,memory_p2
2360,2360,171698,512,ScaLAPACK [51] ,887.4,memory_p2
2360,2360,171698,512,ScaLAPACK [51] ,913.5,memory_p2
2394,2394,176740,576,ScaLAPACK [51] ,1177,memory_p2
2394,2394,176740,576,ScaLAPACK [51] ,1153.46,memory_p2
2394,2394,176740,576,ScaLAPACK [51] ,1082.84,memory_p2
2644,2644,215502,900,ScaLAPACK [51] ,1354,memory_p2
2644,2644,215502,900,ScaLAPACK [51] ,1299.84,memory_p2
2644,2644,215502,900,ScaLAPACK [51] ,1272.76,memory_p2
2690,2690,222998,972,ScaLAPACK [51] ,943,memory_p2
2690,2690,222998,972,ScaLAPACK [51] ,914.71,memory_p2
2690,2690,222998,972,ScaLAPACK [51] ,1009.01,memory_p2
2733,2733,230218,1024,ScaLAPACK [51] ,842,memory_p2
2733,2733,230218,1024,ScaLAPACK [51] ,850.42,memory_p2
2733,2733,230218,1024,ScaLAPACK [51] ,799.9,memory_p2
2793,2793,240505,1152,ScaLAPACK [51] ,885,memory_p2
2793,2793,240505,1152,ScaLAPACK [51] ,902.7,memory_p2
2793,2793,240505,1152,ScaLAPACK [51] ,831.9,memory_p2
2885,2885,256536,1332,ScaLAPACK [51] ,528,memory_p2
2885,2885,256536,1332,ScaLAPACK [51] ,506.88,memory_p2
2885,2885,256536,1332,ScaLAPACK [51] ,480.48,memory_p2
3176,3176,310854,2048,ScaLAPACK [51] ,979,memory_p2
3176,3176,310854,2048,ScaLAPACK [51] ,988.79,memory_p2
3176,3176,310854,2048,ScaLAPACK [51] ,890.89,memory_p2
3224,3224,320322,2196,ScaLAPACK [51] ,608,memory_p2
3224,3224,320322,2196,ScaLAPACK [51] ,614.08,memory_p2
3224,3224,320322,2196,ScaLAPACK [51] ,656.64,memory_p2
3258,3258,327274,2304,ScaLAPACK [51] ,1604,memory_p2
3258,3258,327274,2304,ScaLAPACK [51] ,1571.92,memory_p2
3258,3258,327274,2304,ScaLAPACK [51] ,1716.28,memory_p2
3434,3434,363410,2916,ScaLAPACK [51] ,1732,memory_p2
3434,3434,363410,2916,ScaLAPACK [51] ,1662.72,memory_p2
3434,3434,363410,2916,ScaLAPACK [51] ,1645.4,memory_p2
3540,3540,386366,3348,ScaLAPACK [51] ,968,memory_p2
3540,3540,386366,3348,ScaLAPACK [51] ,958.32,memory_p2
3540,3540,386366,3348,ScaLAPACK [51] ,909.92,memory_p2
3704,3704,422986,4096,ScaLAPACK [51] ,456,memory_p2
3704,3704,422986,4096,ScaLAPACK [51] ,451.44,memory_p2
3704,3704,422986,4096,ScaLAPACK [51] ,483.36,memory_p2
3801,3801,445378,4608,ScaLAPACK [51] ,872,memory_p2
3801,3801,445378,4608,ScaLAPACK [51] ,863.28,memory_p2
3801,3801,445378,4608,ScaLAPACK [51] ,915.6,memory_p2
4202,4202,544241,7236,ScaLAPACK [51] ,910,memory_p2
4202,4202,544241,7236,ScaLAPACK [51] ,873.6,memory_p2
4202,4202,544241,7236,ScaLAPACK [51] ,855.4,memory_p2
4270,4270,561997,7776,ScaLAPACK [51] ,1209,memory_p2
4270,4270,561997,7776,ScaLAPACK [51] ,1184.82,memory_p2
4270,4270,561997,7776,ScaLAPACK [51] ,1136.46,memory_p2
4322,4322,575660,8192,ScaLAPACK [51] ,429,memory_p2
4322,4322,575660,8192,ScaLAPACK [51] ,433.29,memory_p2
4322,4322,575660,8192,ScaLAPACK [51] ,403.26,memory_p2
4434,4434,605991,9216,ScaLAPACK [51] ,2168,memory_p2
4434,4434,605991,9216,ScaLAPACK [51] ,2124.64,memory_p2
4434,4434,605991,9216,ScaLAPACK [51] ,2037.92,memory_p2
4701,4701,681221,11988,ScaLAPACK [51] ,1924,memory_p2
4701,4701,681221,11988,ScaLAPACK [51] ,1962.48,memory_p2
4701,4701,681221,11988,ScaLAPACK [51] ,2039.44,memory_p2
5041,5041,783310,16384,ScaLAPACK [51] ,1495,memory_p2
5041,5041,783310,16384,ScaLAPACK [51] ,1509.95,memory_p2
5041,5041,783310,16384,ScaLAPACK [51] ,1584.7,memory_p2
5082,5082,796164,17028,ScaLAPACK [51] ,2098,memory_p2
5082,5082,796164,17028,ScaLAPACK [51] ,2077.02,memory_p2
5082,5082,796164,17028,ScaLAPACK [51] ,1993.1,memory_p2
5173,5173,824736,18432,ScaLAPACK [51] ,1581,memory_p2
5173,5173,824736,18432,ScaLAPACK [51] ,1549.38,memory_p2
5173,5173,824736,18432,ScaLAPACK [51] ,1454.52,memory_p2
1759,1759,95416,128,CTF [47] ,656,memory_p2
1759,1759,95416,128,CTF [47] ,629.76,memory_p2
1759,1759,95416,128,CTF [47] ,596.96,memory_p2
1759,1759,95416,144,CTF [47] ,555,memory_p2
1759,1759,95416,144,CTF [47] ,577.2,memory_p2
1759,1759,95416,144,CTF [47] ,588.3,memory_p2
1992,1992,122383,252,CTF [47] ,822,memory_p2
1992,1992,122383,252,CTF [47] ,789.12,memory_p2
1992,1992,122383,252,CTF [47] ,895.98,memory_p2
2052,2052,129864,256,CTF [47] ,1005,memory_p2
2052,2052,129864,256,CTF [47] ,964.8,memory_p2
2052,2052,129864,256,CTF [47] ,1075.35,memory_p2
2052,2052,129864,288,CTF [47] ,618,memory_p2
2052,2052,129864,288,CTF [47] ,599.46,memory_p2
2052,2052,129864,288,CTF [47] ,568.56,memory_p2
2286,2286,161158,468,CTF [47] ,921,memory_p2
2286,2286,161158,468,CTF [47] ,939.42,memory_p2
2286,2286,161158,468,CTF [47] ,856.53,memory_p2
2360,2360,171698,512,CTF [47] ,1606,memory_p2
2360,2360,171698,512,CTF [47] ,1654.18,memory_p2
2360,2360,171698,512,CTF [47] ,1734.48,memory_p2
2394,2394,176740,576,CTF [47] ,1494,memory_p2
2394,2394,176740,576,CTF [47] ,1464.12,memory_p2
2394,2394,176740,576,CTF [47] ,1359.54,memory_p2
2644,2644,215502,900,CTF [47] ,2303,memory_p2
2644,2644,215502,900,CTF [47] ,2326.03,memory_p2
2644,2644,215502,900,CTF [47] ,2487.24,memory_p2
2690,2690,222998,972,CTF [47] ,3006,memory_p2
2690,2690,222998,972,CTF [47] ,2885.76,memory_p2
2690,2690,222998,972,CTF [47] ,2825.64,memory_p2
2733,2733,230218,1024,CTF [47] ,2490,memory_p2
2733,2733,230218,1024,CTF [47] ,2564.7,memory_p2
2733,2733,230218,1024,CTF [47] ,2290.8,memory_p2
2793,2793,240505,1152,CTF [47] ,2696,memory_p2
2793,2793,240505,1152,CTF [47] ,2776.88,memory_p2
2793,2793,240505,1152,CTF [47] ,2884.72,memory_p2
2885,2885,256536,1332,CTF [47] ,577,memory_p2
2885,2885,256536,1332,CTF [47] ,600.08,memory_p2
2885,2885,256536,1332,CTF [47] ,542.38,memory_p2
3176,3176,310854,2048,CTF [47] ,5337,memory_p2
3176,3176,310854,2048,CTF [47] ,5497.11,memory_p2
3176,3176,310854,2048,CTF [47] ,5657.22,memory_p2
3224,3224,320322,2196,CTF [47] ,1348,memory_p2
3224,3224,320322,2196,CTF [47] ,1374.96,memory_p2
3224,3224,320322,2196,CTF [47] ,1226.68,memory_p2
3258,3258,327274,2304,CTF [47] ,5221,memory_p2
3258,3258,327274,2304,CTF [47] ,5116.58,memory_p2
3258,3258,327274,2304,CTF [47] ,4907.74,memory_p2
3434,3434,363410,2916,CTF [47] ,6407,memory_p2
3434,3434,363410,2916,CTF [47] ,6150.72,memory_p2
3434,3434,363410,2916,CTF [47] ,6086.65,memory_p2
3540,3540,386366,3348,CTF [47] ,427,memory_p2
3540,3540,386366,3348,CTF [47] ,439.81,memory_p2
3540,3540,386366,3348,CTF [47] ,461.15999999999997,memory_p2
3704,3704,422986,4096,CTF [47] ,7241,memory_p2
3704,3704,422986,4096,CTF [47] ,7458.23,memory_p2
3704,3704,422986,4096,CTF [47] ,6806.54,memory_p2
3801,3801,445378,4608,CTF [47] ,358,memory_p2
3801,3801,445378,4608,CTF [47] ,372.32,memory_p2
3801,3801,445378,4608,CTF [47] ,340.1,memory_p2
4202,4202,544241,7236,CTF [47] ,419,memory_p2
4202,4202,544241,7236,CTF [47] ,402.24,memory_p2
4202,4202,544241,7236,CTF [47] ,393.86,memory_p2
4270,4270,561997,7776,CTF [47] ,471,memory_p2
4270,4270,561997,7776,CTF [47] ,489.84,memory_p2
4270,4270,561997,7776,CTF [47] ,428.61,memory_p2
4322,4322,575660,8192,CTF [47] ,365,memory_p2
4322,4322,575660,8192,CTF [47] ,361.35,memory_p2
4322,4322,575660,8192,CTF [47] ,343.1,memory_p2
4434,4434,605991,9216,CTF [47] ,525,memory_p2
4434,4434,605991,9216,CTF [47] ,546.0,memory_p2
4434,4434,605991,9216,CTF [47] ,477.75,memory_p2
4701,4701,681221,11988,CTF [47] ,387,memory_p2
4701,4701,681221,11988,CTF [47] ,402.48,memory_p2
4701,4701,681221,11988,CTF [47] ,410.22,memory_p2
5041,5041,783310,16384,CTF [47] ,673,memory_p2
5041,5041,783310,16384,CTF [47] ,646.08,memory_p2
5041,5041,783310,16384,CTF [47] ,612.43,memory_p2
5082,5082,796164,17028,CTF [47] ,620,memory_p2
5082,5082,796164,17028,CTF [47] ,607.6,memory_p2
5082,5082,796164,17028,CTF [47] ,570.4,memory_p2
5173,5173,824736,18432,CTF [47] ,420,memory_p2
5173,5173,824736,18432,CTF [47] ,411.6,memory_p2
5173,5173,824736,18432,CTF [47] ,441.0,memory_p2
1759,1759,95416,128,COSMA (this work) ,233.7,memory_p2
1759,1759,95416,128,COSMA (this work) ,224.35199999999998,memory_p2
1759,1759,95416,128,COSMA (this work) ,247.72199999999998,memory_p2
1759,1759,95416,144,COSMA (this work) ,236.54999999999998,memory_p2
1759,1759,95416,144,COSMA (this work) ,229.4535,memory_p2
1759,1759,95416,144,COSMA (this work) ,250.743,memory_p2
1992,1992,122383,252,COSMA (this work) ,231.79999999999998,memory_p2
1992,1992,122383,252,COSMA (this work) ,222.528,memory_p2
1992,1992,122383,252,COSMA (this work) ,217.892,memory_p2
2052,2052,129864,256,COSMA (this work) ,257.45,memory_p2
2052,2052,129864,256,COSMA (this work) ,247.152,memory_p2
2052,2052,129864,256,COSMA (this work) ,278.046,memory_p2
2052,2052,129864,288,COSMA (this work) ,239.39999999999998,memory_p2
2052,2052,129864,288,COSMA (this work) ,237.00599999999997,memory_p2
2052,2052,129864,288,COSMA (this work) ,220.248,memory_p2
2286,2286,161158,468,COSMA (this work) ,241.29999999999998,memory_p2
2286,2286,161158,468,COSMA (this work) ,236.474,memory_p2
2286,2286,161158,468,COSMA (this work) ,226.82199999999997,memory_p2
2360,2360,171698,512,COSMA (this work) ,230.85,memory_p2
2360,2360,171698,512,COSMA (this work) ,240.084,memory_p2
2360,2360,171698,512,COSMA (this work) ,210.0735,memory_p2
2394,2394,176740,576,COSMA (this work) ,247.0,memory_p2
2394,2394,176740,576,COSMA (this work) ,237.12,memory_p2
2394,2394,176740,576,COSMA (this work) ,227.24,memory_p2
2644,2644,215502,900,COSMA (this work) ,265.05,memory_p2
2644,2644,215502,900,COSMA (this work) ,254.448,memory_p2
2644,2644,215502,900,COSMA (this work) ,280.95300000000003,memory_p2
2690,2690,222998,972,COSMA (this work) ,228.95,memory_p2
2690,2690,222998,972,COSMA (this work) ,226.66049999999998,memory_p2
2690,2690,222998,972,COSMA (this work) ,217.5025,memory_p2
2733,2733,230218,1024,COSMA (this work) ,241.29999999999998,memory_p2
2733,2733,230218,1024,COSMA (this work) ,248.539,memory_p2
2733,2733,230218,1024,COSMA (this work) ,253.36499999999998,memory_p2
2793,2793,240505,1152,COSMA (this work) ,238.45,memory_p2
2793,2793,240505,1152,COSMA (this work) ,233.68099999999998,memory_p2
2793,2793,240505,1152,COSMA (this work) ,221.7585,memory_p2
2885,2885,256536,1332,COSMA (this work) ,248.89999999999998,memory_p2
2885,2885,256536,1332,COSMA (this work) ,241.43299999999996,memory_p2
2885,2885,256536,1332,COSMA (this work) ,261.34499999999997,memory_p2
3176,3176,310854,2048,COSMA (this work) ,236.54999999999998,memory_p2
3176,3176,310854,2048,COSMA (this work) ,246.01199999999997,memory_p2
3176,3176,310854,2048,COSMA (this work) ,219.99149999999997,memory_p2
3224,3224,320322,2196,COSMA (this work) ,248.89999999999998,memory_p2
3224,3224,320322,2196,COSMA (this work) ,243.92199999999997,memory_p2
3224,3224,320322,2196,COSMA (this work) ,226.49899999999997,memory_p2
3258,3258,327274,2304,COSMA (this work) ,243.2,memory_p2
3258,3258,327274,2304,COSMA (this work) ,240.768,memory_p2
3258,3258,327274,2304,COSMA (this work) ,231.04,memory_p2
3434,3434,363410,2916,COSMA (this work) ,258.4,memory_p2
3434,3434,363410,2916,COSMA (this work) ,248.06399999999996,memory_p2
3434,3434,363410,2916,COSMA (this work) ,281.65599999999995,memory_p2
3540,3540,386366,3348,COSMA (this work) ,324.9,memory_p2
3540,3540,386366,3348,COSMA (this work) ,318.402,memory_p2
3540,3540,386366,3348,COSMA (this work) ,308.655,memory_p2
3704,3704,422986,4096,COSMA (this work) ,216.6,memory_p2
3704,3704,422986,4096,COSMA (this work) ,214.434,memory_p2
3704,3704,422986,4096,COSMA (this work) ,205.76999999999998,memory_p2
3801,3801,445378,4608,COSMA (this work) ,182.39999999999998,memory_p2
3801,3801,445378,4608,COSMA (this work) ,180.57599999999996,memory_p2
3801,3801,445378,4608,COSMA (this work) ,169.63199999999998,memory_p2
4202,4202,544241,7236,COSMA (this work) ,256.5,memory_p2
4202,4202,544241,7236,COSMA (this work) ,248.805,memory_p2
4202,4202,544241,7236,COSMA (this work) ,235.98,memory_p2
4270,4270,561997,7776,COSMA (this work) ,223.25,memory_p2
4270,4270,561997,7776,COSMA (this work) ,214.32,memory_p2
4270,4270,561997,7776,COSMA (this work) ,238.8775,memory_p2
4322,4322,575660,8192,COSMA (this work) ,218.5,memory_p2
4322,4322,575660,8192,COSMA (this work) ,211.945,memory_p2
4322,4322,575660,8192,COSMA (this work) ,229.425,memory_p2
4434,4434,605991,9216,COSMA (this work) ,202.35,memory_p2
4434,4434,605991,9216,COSMA (this work) ,208.4205,memory_p2
4434,4434,605991,9216,COSMA (this work) ,186.162,memory_p2
4701,4701,681221,11988,COSMA (this work) ,269.8,memory_p2
4701,4701,681221,11988,COSMA (this work) ,280.592,memory_p2
4701,4701,681221,11988,COSMA (this work) ,283.29,memory_p2
5041,5041,783310,16384,COSMA (this work) ,254.6,memory_p2
5041,5041,783310,16384,COSMA (this work) ,264.784,memory_p2
5041,5041,783310,16384,COSMA (this work) ,269.876,memory_p2
5082,5082,796164,17028,COSMA (this work) ,255.54999999999998,memory_p2
5082,5082,796164,17028,COSMA (this work) ,258.1055,memory_p2
5082,5082,796164,17028,COSMA (this work) ,275.99399999999997,memory_p2
5173,5173,824736,18432,COSMA (this work) ,310.65,memory_p2
5173,5173,824736,18432,COSMA (this work) ,313.75649999999996,memory_p2
5173,5173,824736,18432,COSMA (this work) ,288.9045,memory_p2
16384,16384,16384,128,CARMA [21] ,3256.05,strong
16384,16384,16384,128,CARMA [21] ,3353.7315000000003,strong
16384,16384,16384,128,CARMA [21] ,3028.1265000000003,strong
16384,16384,16384,256,CARMA [21] ,1726.2,strong
16384,16384,16384,256,CARMA [21] ,1708.938,strong
16384,16384,16384,256,CARMA [21] ,1622.6280000000002,strong
16384,16384,16384,512,CARMA [21] ,1056.3,strong
16384,16384,16384,512,CARMA [21] ,1087.989,strong
16384,16384,16384,512,CARMA [21] ,1109.115,strong
16384,16384,16384,1024,CARMA [21] ,619.5,strong
16384,16384,16384,1024,CARMA [21] ,607.11,strong
16384,16384,16384,1024,CARMA [21] ,675.255,strong
16384,16384,16384,2048,CARMA [21] ,384.3,strong
16384,16384,16384,2048,CARMA [21] ,399.672,strong
16384,16384,16384,2048,CARMA [21] ,407.358,strong
16384,16384,16384,4096,CARMA [21] ,217.35000000000002,strong
16384,16384,16384,4096,CARMA [21] ,208.65600000000003,strong
